Account number;Year;Month;Value DKK;Cost Center
CCNN/24221003;K4/2019;2;1744,38756;435
CCNN/24221003;K4/2019;2;219,28032;435
CCNN/24221003;K4/2019;2;81,249;435
CCNN/24221003;K4/2019;2;351,8892;435
CCNN/24221003;K4/2019;2;3462,53892;435
CCNN/24221003;K4/2019;2;4350,75912;435
CCNN/24221003;K4/2019;2;8693,5554;435
CCNN/24221003;K4/2019;2;1876,28688;435
CCNN/24221003;K4/2019;2;456,9654;435
CCNN/24221003;K4/2019;2;727,6056;435
CCNN/24221003;K4/2019;2;44,37816;435
CCNN/24221003;K4/2019;2;195,2604;435
CCNN/24221003;K4/2019;2;301,77324;435
CCNN/24221003;K4/2019;2;5766,15612;435
CCNN/24221003;K4/2019;2;5370,6684;435
CCNN/24221003;K4/2019;2;618,42096;435
CCNN/24221003;K4/2019;2;1862,6388;435
CCNN/24221003;K4/2019;2;635,13504;435
CCNN/24221003;K4/2019;2;615,42504;435
CCNN/24221003;K4/2019;2;308,03664;435
CCNN/24221003;K4/2019;2;4078,3494;435
CCNN/24221003;K4/2019;2;250,54476;435
CCNN/24221003;K4/2019;2;8,81256;435
CCNN/24221003;K4/2019;2;11,35296;435
CCNN/24221003;K4/2019;2;3522,65004;435
CCNN/24221003;K4/2019;2;1258,25136;435
CCNN/24221003;K4/2019;2;19408,3932;435
CCNN/24221003;K4/2019;2;1633,51224;435
CCNN/24221003;K4/2019;2;2025,08424;435
CCNN/24221003;K4/2019;2;554,8584;435
CCNN/24221003;K4/2019;2;1076,823;435
CCNN/24221003;K4/2019;2;9461,15916;435
CCNN/24221003;K4/2019;2;1073,81832;435
CCNN/24221003;K4/2019;2;2306,6832;435
CCNN/24221003;K4/2019;2;234,03216;435
CCNN/24221003;K4/2019;2;4524,55752;435
CCNN/24221003;K4/2019;2;978,93;435
CCNN/24221003;K4/2019;2;622,59948;435
CCNN/24221003;K4/2019;2;1208,84496;435
CCNN/24221003;K4/2019;2;698,172;435
CCNN/24221003;K4/2019;2;6262,67292;435
CCNN/24221003;K4/2019;2;343,0854;435
CCNN/24221003;K4/2019;2;6377,40264;435
CCNN/24221003;K4/2019;2;260,5224;435
CCNN/24221003;K4/2019;2;10551,9456;435
CCNN/24221003;K4/2019;2;123,9978;435
CCNN/24221003;K4/2019;2;486,20628;435
CCNN/24221003;K4/2019;2;1270,71684;435
CCNN/24221003;K4/2019;2;1358,43072;435
CCNN/24221003;K4/2019;2;4722,0342;435
CCNN/24221999;K4/2019;2;-124376,854;435
CCNN/32203000;K4/2019;2;115596,0665;435
CCNN/32203999;K4/2019;2;-115596,0665;435
CCNN/20101000;K4/2019;2;1301487,172;435
CCNN/20101001;K4/2019;2;132531,6518;435
CCNN/20101100;K4/2019;2;378037,7737;435
CCNN/20104000;K4/2019;2;1598,262;435
CCNN/20104101;K4/2019;2;-7054,8222;435
CCNN/20102000;K4/2019;2;1456,19232;435
CCNN/20102001;K4/2019;2;83309,352;435
CCNN/20102002;K4/2019;2;-25933,88364;435
CCNN/21101000;K4/2019;2;461923,779;435
CCNN/21101004;K4/2019;2;11283,7998;435
CCNN/21101002;K4/2019;2;38992,21416;435
CCNN/21104001;K4/2019;2;40264,56036;435
CCNN/21102000;K4/2019;2;2089,49652;435
CCNN/21102001;K4/2019;2;14877,38832;435
CCNN/21102002;K4/2019;2;173810,1296;435
CCNN/21401001;K4/2019;2;-10220,0292;435
CCNN/22103000;K4/2019;2;142010,8916;435
CCNN/22202000;K4/2019;2;903062,3381;435
