Account number;Year;Month;Value DKK;Cost Center
CCNN/24221003;K4/2019;5;1013,77728;435
CCNN/24221003;K4/2019;5;219,28032;435
CCNN/24221003;K4/2019;5;1227,51252;435
CCNN/24221003;K4/2019;5;157,40844;435
CCNN/24221003;K4/2019;5;121,97424;435
CCNN/24221003;K4/2019;5;8345,70456;435
CCNN/24221003;K4/2019;5;56696,35812;435
CCNN/24221003;K4/2019;5;337,27752;435
CCNN/24221003;K4/2019;5;734,33328;435
CCNN/24221003;K4/2019;5;114,21288;435
CCNN/24221003;K4/2019;5;50011,57584;435
CCNN/24221003;K4/2019;5;10428,7362;435
CCNN/24221003;K4/2019;5;301,77324;435
CCNN/24221003;K4/2019;5;392,15892;435
CCNN/24221003;K4/2019;5;317,89164;435
CCNN/24221003;K4/2019;5;1359,47316;435
CCNN/24221003;K4/2019;5;120,2748;435
CCNN/24221003;K4/2019;5;644,78856;435
CCNN/24221003;K4/2019;5;2215,24632;435
CCNN/24221003;K4/2019;5;38816,7864;435
CCNN/24221003;K4/2019;5;810,0372;435
CCNN/24221003;K4/2019;5;369,77712;435
CCNN/24221003;K4/2019;5;11644,81692;435
CCNN/24221003;K4/2019;5;1957,86;435
CCNN/24221003;K4/2019;5;209,61804;435
CCNN/24221003;K4/2019;5;177,05712;435
CCNN/24221003;K4/2019;5;6039,9324;435
CCNN/24221003;K4/2019;5;1152,85104;435
CCNN/24221003;K4/2019;5;304,12092;435
CCNN/24221003;K4/2019;5;262,74744;435
CCNN/24221003;K4/2019;5;2871,528;435
CCNN/24221003;K4/2019;5;6504,44016;435
CCNN/24221003;K4/2019;5;1550,36232;435
CCNN/24221003;K4/2019;5;703,65576;435
CCNN/24221003;K4/2019;5;5518,29192;435
CCNN/24221003;K4/2019;5;265,02504;435
CCNN/24221003;K4/2019;5;1233,3204;435
CCNN/24221003;K4/2019;5;1165,2552;435
CCNN/24221003;K4/2019;5;19,25448;435
CCNN/24221003;K4/2019;5;10,04772;435
CCNN/24221003;K4/2019;5;50,25612;435
CCNN/24221003;K4/2019;5;4045,07892;435
CCNN/24221003;K4/2019;5;2016,14028;435
CCNN/24221003;K4/2019;5;679,18032;435
CCNN/24221003;K4/2019;5;375,26088;435
CCNN/24221003;K4/2019;5;644,78856;435
CCNN/24221003;K4/2019;5;7914,003;435
CCNN/24221999;K4/2019;5;-232071,2515;435
CCNN/32203000;K4/2019;5;54886,6998;435
CCNN/32203999;K4/2019;5;-54886,6998;435
CCNN/20101000;K4/2019;5;1367580,741;435
CCNN/20101001;K4/2019;5;131287,7581;435
CCNN/20101002;K4/2019;5;7231,80924;435
CCNN/20101003;K4/2019;5;22841,7;435
CCNN/20101100;K4/2019;5;388165,9105;435
CCNN/20104000;K4/2019;5;-9260,22228;435
CCNN/20104101;K4/2019;5;-25915,34748;435
CCNN/20102000;K4/2019;5;18242,75256;435
CCNN/20102001;K4/2019;5;71230,72236;435
