Account number;Year;Month;Value DKK;Cost Center
CCNN/24221003;K4/2019;3;144,55752;435
CCNN/24221003;K4/2019;3;5710,425;435
CCNN/24221003;K4/2019;3;600,4104;435
CCNN/24221003;K4/2019;3;81,31908;435
CCNN/24221003;K4/2019;3;5012,1216;435
CCNN/24221003;K4/2019;3;1699,22976;435
CCNN/24221003;K4/2019;3;53,83896;435
CCNN/24221003;K4/2019;3;15195,6654;435
CCNN/24221003;K4/2019;3;33382,81824;435
CCNN/24221003;K4/2019;3;286,43448;435
CCNN/24221003;K4/2019;3;2975,4216;435
CCNN/24221003;K4/2019;3;55721,34384;435
CCNN/24221003;K4/2019;3;1349,09256;435
CCNN/24221003;K4/2019;3;228,47832;435
CCNN/24221003;K4/2019;3;222,0222;435
CCNN/24221003;K4/2019;3;2414,04576;435
CCNN/24221003;K4/2019;3;3935,6928;435
CCNN/24221003;K4/2019;3;5370,60708;435
CCNN/24221003;K4/2019;3;280,30248;435
CCNN/24221003;K4/2019;3;206,1666;435
CCNN/24221003;K4/2019;3;2173,4874;435
CCNN/24221003;K4/2019;3;547,28976;435
CCNN/24221003;K4/2019;3;498,07608;435
CCNN/24221003;K4/2019;3;1371,0276;435
CCNN/24221003;K4/2019;3;3019,8786;435
CCNN/24221003;K4/2019;3;4078,41948;435
CCNN/24221003;K4/2019;3;237,49236;435
CCNN/24221003;K4/2019;3;11,42304;435
CCNN/24221003;K4/2019;3;101,16048;435
CCNN/24221003;K4/2019;3;1036,75476;435
CCNN/24221003;K4/2019;3;0,06132;435
CCNN/24221003;K4/2019;3;698,3034;435
CCNN/24221003;K4/2019;3;2835,1302;435
CCNN/24221003;K4/2019;3;739,54548;435
CCNN/24221003;K4/2019;3;256,08984;435
CCNN/24221003;K4/2019;3;215,3646;435
CCNN/24221003;K4/2019;3;21833,84448;435
CCNN/24221003;K4/2019;3;2147,63664;435
CCNN/24221003;K4/2019;3;5602,47552;435
CCNN/24221003;K4/2019;3;1242,06288;435
CCNN/24221003;K4/2019;3;5221,41552;435
CCNN/24221003;K4/2019;3;950,022;435
CCNN/24221003;K4/2019;3;2615,43816;435
CCNN/24221003;K4/2019;3;177,05712;435
CCNN/24221003;K4/2019;3;80,39928;435
CCNN/24221003;K4/2019;3;699,74004;435
CCNN/24221003;K4/2019;3;73,09344;435
CCNN/24221003;K4/2019;3;4131,6102;435
CCNN/24221003;K4/2019;3;2871,528;435
CCNN/24221003;K4/2019;3;5266,12656;435
CCNN/24221003;K4/2019;3;787,97076;435
CCNN/24221003;K4/2019;3;10896,66912;435
CCNN/24221003;K4/2019;3;758,34444;435
CCNN/24221003;K4/2019;3;356,33052;435
CCNN/24221003;K4/2019;3;6186,46968;435
CCNN/24221003;K4/2019;3;1433,08344;435
CCNN/24221003;K4/2019;3;3714,12612;435
CCNN/24221003;K4/2019;3;344,58336;435
CCNN/24221003;K4/2019;3;1887,31572;435
CCNN/24221003;K4/2019;3;1132,30008;435
CCNN/24221003;K4/2019;3;11786,3172;435
CCNN/24221003;K4/2019;3;10551,9456;435
CCNN/24221003;K4/2019;3;616,6602;435
CCNN/24221003;K4/2019;3;8645,51556;435
CCNN/24221003;K4/2019;3;59,32272;435
CCNN/24221003;K4/2019;3;19,5786;435
CCNN/24221003;K4/2019;3;1458,61008;435
CCNN/24221003;K4/2019;3;959,81568;435
CCNN/24221003;K4/2019;3;1573,98804;435
CCNN/24221999;K4/2019;3;-268770,8948;435
CCNN/32203000;K4/2019;3;269505,0704;435
CCNN/32203999;K4/2019;3;-269505,0704;435
CCNN/20101000;K4/2019;3;1193666,78;435
CCNN/20101001;K4/2019;3;134213,5894;435
CCNN/20101100;K4/2019;3;375365,4218;435
CCNN/20104000;K4/2019;3;2512,91988;435
CCNN/20104101;K4/2019;3;159421,6895;435
CCNN/20102000;K4/2019;3;35386,62444;435
CCNN/20102001;K4/2019;3;79935,90228;435
CCNN/20102002;K4/2019;3;-201259,5896;435
CCNN/21101000;K4/2019;3;453704,49;435
CCNN/21101004;K4/2019;3;9290,05008;435
CCNN/21101002;K4/2019;3;38209,07016;435
CCNN/21104001;K4/2019;3;40449,06348;435
CCNN/21102000;K4/2019;3;3259,44708;435
CCNN/21102001;K4/2019;3;22518,84144;435
