Account number;Year;Month;Value DKK;Cost Center
CCNN/24221003;K4/2019;8;32,4996;435
CCNN/24221003;K4/2019;8;3488,7138;435
CCNN/24221003;K4/2019;8;160,41312;435
CCNN/24221003;K4/2019;8;538,35456;435
CCNN/24221003;K4/2019;8;2754,56448;435
CCNN/24221003;K4/2019;8;1142,085;435
CCNN/24221003;K4/2019;8;15440,91036;435
CCNN/24221003;K4/2019;8;1468,395;435
CCNN/24221003;K4/2019;8;1350,9234;435
CCNN/24221003;K4/2019;8;897,35688;435
CCNN/24221003;K4/2019;8;861,4584;435
CCNN/24221003;K4/2019;8;114,21288;435
CCNN/24221003;K4/2019;8;45,9462;435
CCNN/24221003;K4/2019;8;195,786;435
CCNN/24221003;K4/2019;8;8693,5554;435
CCNN/24221003;K4/2019;8;908,44704;435
CCNN/24221003;K4/2019;8;3243,32868;435
CCNN/24221003;K4/2019;8;16691,40912;435
CCNN/24221003;K4/2019;8;1284,35616;435
CCNN/24221003;K4/2019;8;57671,3724;435
CCNN/24221003;K4/2019;8;41,76768;435
CCNN/24221003;K4/2019;8;2056,33992;435
CCNN/24221003;K4/2019;8;734,32452;435
CCNN/24221003;K4/2019;8;301,77324;435
CCNN/24221003;K4/2019;8;4036,45908;435
CCNN/24221003;K4/2019;8;635,8446;435
CCNN/24221003;K4/2019;8;3297,88596;435
CCNN/24221003;K4/2019;8;4078,41948;435
CCNN/24221003;K4/2019;8;-3328,362;435
CCNN/24221003;K4/2019;8;4894,65;435
CCNN/24221003;K4/2019;8;1680,5622;435
CCNN/24221003;K4/2019;8;353,45724;435
CCNN/24221003;K4/2019;8;1215,0558;435
CCNN/24221003;K4/2019;8;10189,08888;435
CCNN/24221003;K4/2019;8;2147,63664;435
CCNN/24221003;K4/2019;8;4698,864;435
CCNN/24221003;K4/2019;8;9855,86724;435
CCNN/24221003;K4/2019;8;2413,13472;435
CCNN/24221003;K4/2019;8;653,86392;435
CCNN/24221003;K4/2019;8;4294,56372;435
CCNN/24221003;K4/2019;8;130,97952;435
CCNN/24221003;K4/2019;8;-0,07008;435
CCNN/24221003;K4/2019;8;-2584,9008;435
CCNN/24221003;K4/2019;8;1411,22724;435
CCNN/24221003;K4/2019;8;2033,03832;435
CCNN/24221003;K4/2019;8;40775,6976;435
CCNN/24221003;K4/2019;8;66928,47612;435
CCNN/24221003;K4/2019;8;640,87284;435
CCNN/24221003;K4/2019;8;13634,01144;435
