Account number;Year;Month;Value DKK;Cost Center
ACCN/24221003;K4/2019;1;613,04187;435
ACCN/24221003;K4/2019;1;675,58761;435
ACCN/24221003;K4/2019;1;455,72648;435
ACCN/24221003;K4/2019;1;1578,62981;435
ACCN/24221003;K4/2019;1;747,27225;435
ACCN/24221003;K4/2019;1;1176,36961;435
ACCN/24221003;K4/2019;1;14881,01204;435
ACCN/24221003;K4/2019;1;154,9898;435
ACCN/24221003;K4/2019;1;137,83393;435
ACCN/24221003;K4/2019;1;190,86184;435
ACCN/24221003;K4/2019;1;1,38198;435
ACCN/24221003;K4/2019;1;1175,70834;435
ACCN/24221003;K4/2019;1;91,27755;435
ACCN/24221003;K4/2019;1;2550,68928;435
ACCN/24221003;K4/2019;1;13267,12688;435
ACCN/24221003;K4/2019;1;823,93499;435
ACCN/24221003;K4/2019;1;811,53432;435
ACCN/24221003;K4/2019;1;47250,24541;435
ACCN/24221003;K4/2019;1;387,57852;435
ACCN/24221003;K4/2019;1;308,53818;435
ACCN/24221003;K4/2019;1;1023,76484;435
ACCN/24221003;K4/2019;1;3411,60338;435
ACCN/24221003;K4/2019;1;697,0083;435
ACCN/24221003;K4/2019;1;464,19668;435
ACCN/24221003;K4/2019;1;1267,36482;435
ACCN/24221003;K4/2019;1;952,24366;435
ACCN/24221003;K4/2019;1;2154,81888;435
ACCN/24221003;K4/2019;1;1330,36379;435
ACCN/24221003;K4/2019;1;5765,28621;435
ACCN/24221003;K4/2019;1;546,94459;435
ACCN/24221003;K4/2019;1;2987,81847;435
ACCN/24221003;K4/2019;1;1300,85926;435
ACCN/24221003;K4/2019;1;899,37921;435
ACCN/24221003;K4/2019;1;1374,1042;435
ACCN/24221003;K4/2019;1;217,20862;435
ACCN/24221003;K4/2019;1;-219,19986;435
ACCN/24221003;K4/2019;1;11728,18813;435
ACCN/24221003;K4/2019;1;3558,99972;435
ACCN/24221003;K4/2019;1;902,92332;435
ACCN/24221003;K4/2019;1;8359,48557;435
ACCN/24221003;K4/2019;1;434,46925;435
ACCN/24221003;K4/2019;1;3296,08174;435
ACCN/24221003;K4/2019;1;907,24758;435
ACCN/24221003;K4/2019;1;264,03991;435
ACCN/24221003;K4/2019;1;8757,47352;435
ACCN/24221003;K4/2019;1;7754,30464;435
ACCN/24221003;K4/2019;1;10246,0443;435
ACCN/24221003;K4/2019;1;9757,61096;435
ACCN/24221003;K4/2019;1;7780,59198;435
ACCN/24221003;K4/2019;1;7405,97138;435
ACCN/24221003;K4/2019;1;10245,8214;435
ACCN/24221003;K4/2019;1;4264,98346;435
ACCN/24221003;K4/2019;1;8400,00136;435
ACCN/24221003;K4/2019;1;3953,3544;435
ACCN/24221003;K4/2019;1;4264,98346;435
ACCN/24221003;K4/2019;1;85,46729;435
ACCN/24221003;K4/2019;1;78,05215;435
ACCN/24221003;K4/2019;1;137,00177;435
ACCN/24221003;K4/2019;1;169,3297;435
ACCN/24221003;K4/2019;1;147,02484;435
ACCN/24221003;K4/2019;1;158,52648;435
ACCN/24221003;K4/2019;1;43,3912;435
ACCN/24221003;K4/2019;1;288,0611;435
ACCN/24221003;K4/2019;1;32,21648;435
ACCN/24221003;K4/2019;1;42,17268;435
ACCN/24221003;K4/2019;1;270,57088;435
ACCN/24221003;K4/2019;1;873,14388;435
ACCN/24221003;K4/2019;1;668,55883;435
ACCN/24221003;K4/2019;1;7008,6447;435
ACCN/24221003;K4/2019;1;24,13264;435
ACCN/24221003;K4/2019;1;799,86179;435
ACCN/24221003;K4/2019;1;34,3266;435
ACCN/24221003;K4/2019;1;228,82914;435
ACCN/24221003;K4/2019;1;1948,4432;435
ACCN/24221003;K4/2019;1;4327,27658;435
ACCN/24221003;K4/2019;1;668,33593;435
ACCN/24221003;K4/2019;1;128,64302;435
ACCN/24221003;K4/2019;1;105,2831;435
ACCN/24221003;K4/2019;1;15,49898;435
ACCN/24221003;K4/2019;1;302,23011;435
ACCN/24221003;K4/2019;1;302,23011;435
ACCN/24221003;K4/2019;1;4366,27665;435
ACCN/24221003;K4/2019;1;220,9682;435
ACCN/24221003;K4/2019;1;2237,99773;435
ACCN/24221003;K4/2019;1;10345,56915;435
ACCN/24221003;K4/2019;1;224,74264;435
ACCN/24221003;K4/2019;1;523,03485;435
ACCN/24221003;K4/2019;1;3553,6947;435
ACCN/24221003;K4/2019;1;4034,77234;435
ACCN/24221003;K4/2019;1;1876,48365;435
ACCN/24221003;K4/2019;1;125,76018;435
ACCN/24221003;K4/2019;1;8,52221;435
ACCN/24221003;K4/2019;1;21,53214;435
ACCN/24221003;K4/2019;1;2473,9671;435
ACCN/24221003;K4/2019;1;1077,78837;435
ACCN/24221003;K4/2019;1;5340,05988;435
ACCN/24221999;K4/2019;1;-279054,1048;435
ACCN/32203000;K4/2019;1;163673,7685;435
